Time,Latitude,Longitude,NO2
2020-04-01 13:20:21.121717,-77.42773,49.67948,-1.2676506e+30
2020-04-01 13:20:21.121717,-77.07336,49.8383,-1.2676506e+30
2020-04-01 13:20:21.121717,-76.695366,50.005474,-1.2676506e+30
2020-04-01 13:20:21.121717,-76.2897,50.181355,-1.2676506e+30
2020-04-01 13:20:21.121717,-75.851395,50.366276,-1.2676506e+30
2020-04-01 13:20:21.121717,-75.37417,50.56054,-1.2676506e+30
2020-04-01 13:20:21.121717,-74.85001,50.764442,-1.2676506e+30
2020-04-01 13:20:21.121717,-74.26847,50.97829,-1.2676506e+30
2020-04-01 13:20:21.121717,-73.61546,51.20245,-1.2676506e+30
2020-04-01 13:20:21.121717,-72.871414,51.437435,-1.2676506e+30
2020-04-01 13:20:21.121717,-72.00797,51.684067,-1.2676506e+30
2020-04-01 13:20:21.121717,-70.981575,51.94383,-1.2676506e+30
2020-04-01 13:20:21.121717,-69.7198,52.219654,-1.2676506e+30
2020-04-01 13:20:23.122099,-85.57403,-133.34286,-1.2676506e+30
2020-04-01 13:20:23.122099,-86.919395,-132.98727,-1.2676506e+30
2020-04-01 13:20:23.122099,-88.00264,-132.28201,-1.2676506e+30
2020-04-01 13:20:23.122099,-88.907166,-130.54663,-1.2676506e+30
2020-04-01 13:20:23.122099,-89.6778,-121.1694,-1.2676506e+30
2020-04-01 13:20:23.122099,-89.627,34.15215,-1.2676506e+30
2020-04-01 13:20:23.122099,-89.0285,41.239162,-1.2676506e+30
2020-04-01 13:20:23.122099,-88.48732,42.834965,-1.2676506e+30
2020-04-01 13:20:23.122099,-87.9952,43.566,-1.2676506e+30
2020-04-01 13:20:23.122099,-87.54397,44.00618,-1.2676506e+30
2020-04-01 13:20:23.122099,-87.12706,44.315845,-1.2676506e+30
2020-04-01 13:20:23.122099,-86.73925,44.55699,-1.2676506e+30
2020-04-01 13:20:23.122099,-86.376274,44.75834,-1.2676506e+30
2020-04-01 13:20:23.122099,-86.03466,44.934837,-1.2676506e+30
2020-04-01 13:20:23.122099,-85.711494,45.094902,-1.2676506e+30
